DEBUT!!!
DEBUT!!!
0.20,0.09
16.11,0.48
1.06,0.21
9.93,0.35
6.92,0.19
0.20,0.20
3.35,0.20
0.20,0.15
0.20,0.21
0.20,0.23
0.20,0.38
10.03,0.24
0.20,0.10
0.20,0.13
0.20,0.28
0.20,0.07
0.20,0.09
0.20,0.22
0.20,0.26
0.20,0.09
0.20,0.30
0.20,0.17
9.05,0.29
0.20,0.17
0.20,0.21
0.20,0.28
14.40,0.38
0.20,0.09
0.20,0.11
10.40,0.21
0.20,0.09
0.20,0.07
0.20,0.10
5.66,0.18
0.20,0.22
0.20,0.15
0.20,0.20
0.20,0.14
0.20,0.10
0.20,0.23
0.20,0.24
0.20,0.24
0.20,0.08
0.20,0.18
0.20,0.18
0.20,0.11
0.20,0.15
10.98,0.20
0.20,0.28
4.52,0.26
0.20,0.10
0.20,0.09
0.20,0.12
0.20,0.16
12.46,0.18
0.20,0.24
0.20,0.16
0.20,0.24
0.20,0.25
9.66,0.29
0.20,0.22
0.20,0.15
0.20,0.09
0.20,0.11
0.20,0.15
0.20,0.11
0.20,0.16
9.56,0.09
0.20,0.08
0.20,0.09
8.60,0.19
7.73,0.20
0.20,0.10
0.20,0.27
0.20,0.25
0.20,0.09
0.20,0.08
0.20,0.15
0.20,0.14
0.20,0.15
0.20,0.10
0.20,0.11
1.15,0.20
0.20,0.07
0.20,0.21
32.33,0.35
0.20,0.16
11.04,0.33
5.47,0.18
0.20,0.16
0.20,0.12
0.20,0.19
0.20,0.11
0.20,0.10
0.20,0.14
0.20,0.17
0.20,0.10
8.88,0.26
0.20,0.13
0.20,0.22
0.20,0.13
0.20,0.21
0.20,0.24
0.20,0.12
0.20,0.12
0.20,0.05
0.20,0.14
0.20,0.20
0.20,0.09
0.20,0.07
0.20,0.07
0.20,0.16
0.20,0.11
0.20,0.34
0.20,0.06
7.07,0.23
0.20,0.09
0.20,0.21
0.20,0.19
5.53,0.20
8.52,0.20
0.20,0.14
0.20,0.19
0.20,0.19
0.20,0.11
0.20,0.08
0.20,0.13
0.20,0.11
6.11,0.30
0.20,0.17
0.20,0.09
0.20,0.12
8.43,0.29
0.20,0.09
0.20,0.11
0.20,0.09
0.20,0.14
0.20,0.12
7.87,0.25
0.20,0.10
0.20,0.05
0.20,0.31
0.20,0.08
4.19,0.28
11.87,0.32
0.20,0.09
0.20,0.26
0.20,0.19
0.20,0.09
0.20,0.27
0.20,0.23
0.20,0.20
0.20,0.10
0.20,0.13
0.20,0.16
0.20,0.09
0.20,0.10
0.20,0.11
3.44,0.20
0.20,0.36
0.20,0.07
0.20,0.11
0.20,0.16
0.20,0.16
0.20,0.09
6.18,0.35
6.25,0.17
0.20,0.13
0.20,0.12
0.20,0.18
0.20,0.09
0.20,0.14
0.20,0.10
0.20,0.25
0.20,0.08
0.20,0.14
0.20,0.11
12.22,0.18
0.20,0.16
0.20,0.18
0.20,0.09
0.20,0.10
0.20,0.12
0.20,0.07
0.20,0.11
0.20,0.16
0.20,0.10
0.20,0.20
0.20,0.23
0.20,0.14
0.20,0.15
0.20,0.14
0.20,0.12
0.20,0.18
0.20,0.09
0.20,0.08
0.20,0.13
0.20,0.16
0.20,0.10
0.20,0.18
0.20,0.07
0.20,0.19
7.15,0.09
0.20,0.22
0.20,0.08
0.20,0.12
0.20,0.22
0.20,0.08
0.20,0.13
0.20,0.08
0.20,0.09
0.20,0.11
0.20,0.17
0.20,0.09
0.20,0.25
0.20,0.11
0.20,0.08
0.20,0.12
0.20,0.11
0.20,0.15
0.20,0.10
0.20,0.16
0.20,0.10
4.76,0.21
0.20,0.09
0.20,0.21
0.20,0.10
0.20,0.26
0.20,0.08
0.20,0.11
0.20,0.19
0.20,0.22
0.20,0.11
0.20,0.10
0.20,0.15
0.20,0.14
0.20,0.08
0.20,0.20
0.20,0.34
0.20,0.08
0.20,0.08
0.20,0.06
0.20,0.10
0.20,0.15
0.20,0.16
0.20,0.08
0.20,0.13
0.20,0.09
0.20,0.09
3.90,0.26
0.20,0.17
0.20,0.10
10.91,0.21
0.20,0.27
0.20,0.21
0.20,0.18
0.20,0.24
10.98,0.29
0.20,0.15
13.74,0.25
0.20,0.07
0.20,0.08
4.16,0.21
0.20,0.25
0.20,0.09
0.20,0.18
2.12,0.17
0.20,0.26
0.20,0.11
0.20,0.16
0.20,0.25
0.20,0.13
0.20,0.16
0.20,0.10
0.20,0.08
0.20,0.08
0.20,0.10
0.20,0.15
0.20,0.09
0.20,0.05
0.20,0.14
9.57,0.17
0.20,0.10
4.43,0.18
7.91,0.18
0.20,0.10
0.20,0.09
0.20,0.11
0.20,0.10
0.20,0.09
0.20,0.17
0.20,0.11
8.33,0.18
0.20,0.11
0.20,0.12
0.20,0.09
0.20,0.08
0.20,0.15
0.20,0.15
0.20,0.11
0.20,0.09
0.20,0.25
0.20,0.11
0.20,0.10
0.20,0.09
0.20,0.17
12.77,0.26
0.20,0.09
0.20,0.07
0.20,0.08
0.20,0.17
0.20,0.10
0.20,0.10
0.20,0.19
0.20,0.23
9.38,0.19
0.20,0.05
0.20,0.13
0.20,0.10
0.20,0.09
0.20,0.10
0.20,0.12
0.20,0.16
0.20,0.25
0.20,0.07
0.20,0.10
14.50,0.18
0.20,0.11
0.20,0.09
0.20,0.22
0.20,0.08
5.95,0.16
0.20,0.09
0.20,0.17
0.20,0.09
0.20,0.12
0.20,0.26
0.20,0.11
0.20,0.07
0.20,0.09
0.20,0.08
0.20,0.15
0.20,0.11
0.20,0.07
0.20,0.10
0.20,0.25
0.20,0.12
0.20,0.21
0.20,0.09
2.78,0.19
0.20,0.18
0.20,0.08
0.20,0.19
0.20,0.16
0.20,0.18
0.20,0.09
3.65,0.18
0.20,0.13
0.20,0.24
0.20,0.10
0.20,0.18
0.20,0.10
0.20,0.08
0.20,0.14
0.20,0.18
0.20,0.12
6.96,0.18
0.20,0.11
0.20,0.16
0.20,0.08
0.20,0.09
0.20,0.18
0.20,0.11
0.20,0.09
0.20,0.15
8.88,0.28
0.20,0.09
0.20,0.13
0.20,0.13
0.20,0.08
0.20,0.09
0.20,0.10
0.20,0.09
0.20,0.09
0.20,0.09
0.20,0.08
10.93,0.18
0.20,0.11
0.20,0.09
17.63,0.28
0.20,0.08
0.20,0.07
0.20,0.11
0.20,0.15
0.20,0.15
11.69,0.21
0.20,0.09
0.20,0.08
0.20,0.10
0.20,0.10
0.20,0.14
3.63,0.24
0.20,0.19
0.20,0.18
0.20,0.13
0.20,0.10
0.20,0.09
0.20,0.10
0.20,0.10
0.20,0.15
0.20,0.21
0.20,0.15
0.20,0.07
10.09,0.20
0.20,0.09
5.21,0.20
0.20,0.19
0.20,0.12
0.20,0.09
0.20,0.09
0.20,0.09
0.20,0.11
0.20,0.12
0.20,0.11
0.20,0.09
0.20,0.09
0.20,0.06
0.20,0.07
0.20,0.07
0.20,0.13
0.20,0.25
0.20,0.08
0.20,0.15
0.20,0.10
0.20,0.09
0.20,0.12
0.20,0.12
0.20,0.14
0.20,0.09
0.20,0.08
0.20,0.18
0.20,0.10
0.20,0.09
0.20,0.09
3.51,0.22
0.20,0.15
0.20,0.15
0.20,0.10
0.20,0.10
0.20,0.17
0.20,0.25
0.20,0.09
0.20,0.09
2.87,0.20
0.20,0.08
0.20,0.09
16.26,0.23
0.20,0.17
0.20,0.09
0.20,0.19
0.20,0.16
0.20,0.16
0.20,0.14
0.20,0.10
0.20,0.13
0.20,0.10
0.20,0.11
10.23,0.18
0.20,0.10
0.20,0.08
0.20,0.11
0.20,0.08
4.82,0.23
0.20,0.07
0.20,0.14
0.20,0.07
0.20,0.12
0.20,0.07
0.20,0.14
10.06,0.19
0.20,0.13
0.20,0.18
0.20,0.19
0.20,0.18
0.20,0.19
0.20,0.10
0.20,0.09
0.20,0.07
0.20,0.09
0.20,0.13
0.20,0.18
0.20,0.09
0.20,0.11
0.20,0.18
0.20,0.11
0.20,0.10
0.20,0.20
0.20,0.12
0.20,0.09
0.20,0.20
0.20,0.10
0.20,0.08
0.20,0.19
0.20,0.10
0.20,0.16
0.20,0.09
0.20,0.09
0.20,0.09
0.20,0.10
8.56,0.19
0.20,0.17
0.20,0.31
0.20,0.08
0.20,0.12
0.20,0.11
5.52,0.27
0.20,0.12
0.20,0.17
15.30,0.26
0.20,0.17
0.20,0.08
0.20,0.11
0.20,0.08
0.20,0.11
0.20,0.08
0.20,0.18
137.68,1.01
0.20,0.19
0.20,0.50
31.77,0.69
14.35,0.39
41.29,1.00
40.56,1.22
104.39,2.92
90.59,2.91
118.78,3.12
131.06,3.58
213.82,4.95
136.41,4.10
214.34,3.37
94.23,2.71
199.15,3.40
79.50,2.55
116.33,2.07
60.83,1.64
26.69,1.17
76.98,1.34
36.87,1.17
50.83,0.82
71.42,1.69
67.94,0.81
45.19,0.74
4.74,0.40
14.38,0.66
17.71,0.67
47.40,0.77
24.72,0.90
6.38,0.71
43.52,0.78
21.55,0.82
2.05,0.50
0.20,0.44
0.20,0.23
0.20,0.39
0.20,0.57
8.20,0.38
7.86,0.36
7.58,0.36
5.95,0.39
15.20,0.62
0.58,0.40
4.71,0.67
6.16,0.72
25.89,0.68
23.31,0.59
7.15,0.53
35.97,0.75
11.79,0.48
16.98,0.70
13.12,0.37
34.44,1.11
28.01,0.77
14.37,0.78
27.63,0.73
7.53,0.48
13.98,0.53
5.37,0.48
0.20,0.42
0.20,0.30
13.66,0.88
0.20,0.29
42.34,0.50
10.84,0.37
13.11,0.24
0.20,0.43
7.55,0.42
13.70,0.66
9.31,0.40
5.23,0.65
0.20,0.46
8.74,0.55
22.83,0.40
0.20,0.28
0.20,0.17
18.44,1.00
16.70,0.31
14.52,0.34
7.85,0.42
11.41,0.69
0.20,0.12
11.55,0.38
0.20,0.52
18.25,0.49
10.10,0.47
14.52,0.70
8.90,0.46
8.23,0.63
3.45,0.23
14.11,0.33
0.20,0.21
2.24,0.36
13.51,0.57
5.98,0.30
5.57,0.29
0.20,0.41
19.70,0.56
0.20,0.12
0.20,0.30
8.08,0.45
0.20,0.28
5.83,0.40
9.12,0.47
0.20,0.41
5.16,0.37
0.20,0.37
0.20,0.38
10.61,0.44
0.20,0.46
2.68,0.38
0.20,0.24
0.20,0.23
4.01,0.39
0.20,0.30
13.99,0.69
20.21,0.45
0.20,0.53
17.71,0.60
0.20,0.19
15.32,0.25
6.39,0.62
49.21,0.77
0.20,0.11
14.32,0.62
4.24,0.45
13.97,0.43
0.20,0.28
0.20,0.22
0.20,0.31
0.20,0.55
0.20,0.19
0.20,0.36
0.20,0.26
5.63,0.41
0.20,0.41
21.75,0.32
12.08,0.32
0.20,0.38
2.88,0.31
8.26,0.24
0.20,0.18
19.57,0.50
0.20,0.18
10.27,0.36
0.20,0.25
0.20,0.39
0.20,0.28
0.20,0.28
0.20,0.21
0.20,0.23
3.56,0.39
0.20,0.15
4.80,0.30
18.04,0.34
0.20,0.25
124.15,1.32
287.52,3.12
0.20,0.30
63.45,0.89
6.10,0.34
0.20,0.21
37.29,1.63
39.82,1.04
13.63,0.49
14.96,0.48
0.20,0.57
5.44,0.29
10.95,0.22
0.20,0.20
28.67,0.67
0.20,0.33
0.20,0.14
30.29,0.48
0.20,0.13
0.20,0.39
19.29,0.67
30.76,0.45
9.89,0.53
27.04,0.41
0.20,0.26
0.79,0.25
0.20,0.16
13.92,0.42
0.20,0.07
15.85,0.54
17.42,0.43
31.56,0.51
0.20,0.14
2.74,0.42
15.78,0.66
14.56,0.68
20.41,0.40
0.20,0.37
0.20,0.44
0.20,0.47
9.45,0.36
7.76,0.50
21.01,0.39
15.44,0.30
0.20,0.19
13.66,0.57
11.73,0.33
32.31,0.59
0.20,0.49
0.20,0.15
5.58,0.36
0.20,0.45
19.67,0.53
30.78,0.57
0.20,0.21
18.12,0.25
14.51,0.45
25.50,0.55
14.16,0.21
9.08,0.37
23.59,0.46
10.73,0.41
18.17,0.39
25.23,0.32
15.03,0.34
0.20,0.21
14.73,0.45
0.20,0.13
15.17,0.63
0.20,0.38
25.71,0.34
13.93,0.36
0.20,0.17
0.20,0.34
6.15,0.47
0.20,0.22
12.73,0.45
0.20,0.26
9.57,0.26
13.07,0.41
7.65,0.36
0.20,0.18
11.57,0.48
0.20,0.27
46.32,0.55
7.32,0.37
23.70,0.53
0.20,0.18
28.41,0.38
1.43,0.47
18.30,0.57
10.74,0.29
7.88,0.29
6.58,0.44
11.58,0.39
18.19,0.77
23.92,0.32
25.75,0.51
0.20,0.18
0.20,0.36
19.40,0.32
12.55,0.37
39.10,0.70
0.20,0.50
